vessel_id,vessel_name,current_region,route_corridor,cargo_type,value_usd,priority,status,origin_port,destination_port
V01271,English-071,English Channel,UK-Europe-Channel,Semiconductor Wafers,9742500.00,Critical,At Sea,Los Angeles,Singapore
V01272,English-072,English Channel,UK-Europe-Channel,Crude Oil,25260000.00,Critical,In Transit,Houston,London
V01273,English-073,English Channel,UK-Europe-Channel,Consumer Electronics,7677500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01274,English-074,English Channel,UK-Europe-Channel,Medical Supplies,4495000.00,High,Customs Hold,Busan,Shanghai
V01275,English-075,English Channel,UK-Europe-Channel,Automotive Components,5412500.00,High,Scheduled,Yokohama,Jebel Ali
V01276,English-076,English Channel,UK-Europe-Channel,Industrial Machinery,7130000.00,Medium,At Sea,Kaohsiung,Panama City
V01277,English-077,English Channel,UK-Europe-Channel,Battery Cells,8547500.00,High,In Transit,Dubai,Suez
V01278,English-078,English Channel,UK-Europe-Channel,Containerized Retail Goods,3965000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01279,English-079,English Channel,UK-Europe-Channel,LNG Equipment,10982500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01280,English-080,English Channel,UK-Europe-Channel,Telecom Hardware,6700000.00,High,Scheduled,Hamburg,Manila
V01281,English-081,English Channel,UK-Europe-Channel,Semiconductor Wafers,9917500.00,Critical,At Sea,Los Angeles,Singapore
V01282,English-082,English Channel,UK-Europe-Channel,Crude Oil,25435000.00,Critical,In Transit,Houston,London
V01283,English-083,English Channel,UK-Europe-Channel,Consumer Electronics,7852500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01284,English-084,English Channel,UK-Europe-Channel,Medical Supplies,4670000.00,High,Customs Hold,Busan,Shanghai
V01285,English-085,English Channel,UK-Europe-Channel,Automotive Components,5587500.00,High,Scheduled,Yokohama,Jebel Ali
V01286,English-086,English Channel,UK-Europe-Channel,Industrial Machinery,7305000.00,Medium,At Sea,Kaohsiung,Panama City
V01287,English-087,English Channel,UK-Europe-Channel,Battery Cells,8722500.00,High,In Transit,Dubai,Suez
V01288,English-088,English Channel,UK-Europe-Channel,Containerized Retail Goods,4140000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01289,English-089,English Channel,UK-Europe-Channel,LNG Equipment,11157500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01290,English-090,English Channel,UK-Europe-Channel,Telecom Hardware,6875000.00,High,Scheduled,Hamburg,Manila
V01291,English-091,English Channel,UK-Europe-Channel,Semiconductor Wafers,10092500.00,Critical,At Sea,Los Angeles,Singapore
V01292,English-092,English Channel,UK-Europe-Channel,Crude Oil,25610000.00,Critical,In Transit,Houston,London
V01293,English-093,English Channel,UK-Europe-Channel,Consumer Electronics,8027500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01294,English-094,English Channel,UK-Europe-Channel,Medical Supplies,4845000.00,High,Customs Hold,Busan,Shanghai
V01295,English-095,English Channel,UK-Europe-Channel,Automotive Components,5762500.00,High,Scheduled,Yokohama,Jebel Ali
V01296,English-096,English Channel,UK-Europe-Channel,Industrial Machinery,7480000.00,Medium,At Sea,Kaohsiung,Panama City
V01297,English-097,English Channel,UK-Europe-Channel,Battery Cells,8897500.00,High,In Transit,Dubai,Suez
V01298,English-098,English Channel,UK-Europe-Channel,Containerized Retail Goods,4315000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01299,English-099,English Channel,UK-Europe-Channel,LNG Equipment,11332500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01300,English-100,English Channel,UK-Europe-Channel,Telecom Hardware,7050000.00,High,Scheduled,Hamburg,Manila
V01301,English-101,English Channel,UK-Europe-Channel,Semiconductor Wafers,10267500.00,Critical,At Sea,Los Angeles,Singapore
V01302,English-102,English Channel,UK-Europe-Channel,Crude Oil,25785000.00,Critical,In Transit,Houston,London
V01303,English-103,English Channel,UK-Europe-Channel,Consumer Electronics,8202500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01304,English-104,English Channel,UK-Europe-Channel,Medical Supplies,5020000.00,High,Customs Hold,Busan,Shanghai
V01305,English-105,English Channel,UK-Europe-Channel,Automotive Components,5937500.00,High,Scheduled,Yokohama,Jebel Ali
V01306,English-106,English Channel,UK-Europe-Channel,Industrial Machinery,7655000.00,Medium,At Sea,Kaohsiung,Panama City
V01307,English-107,English Channel,UK-Europe-Channel,Battery Cells,9072500.00,High,In Transit,Dubai,Suez
V01308,English-108,English Channel,UK-Europe-Channel,Containerized Retail Goods,4490000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01309,English-109,English Channel,UK-Europe-Channel,LNG Equipment,11507500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01310,English-110,English Channel,UK-Europe-Channel,Telecom Hardware,7225000.00,High,Scheduled,Hamburg,Manila
V01311,English-111,English Channel,UK-Europe-Channel,Semiconductor Wafers,10442500.00,Critical,At Sea,Los Angeles,Singapore
V01312,English-112,English Channel,UK-Europe-Channel,Crude Oil,25960000.00,Critical,In Transit,Houston,London
V01313,English-113,English Channel,UK-Europe-Channel,Consumer Electronics,8377500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01314,English-114,English Channel,UK-Europe-Channel,Medical Supplies,5195000.00,High,Customs Hold,Busan,Shanghai
V01315,English-115,English Channel,UK-Europe-Channel,Automotive Components,6112500.00,High,Scheduled,Yokohama,Jebel Ali
V01316,English-116,English Channel,UK-Europe-Channel,Industrial Machinery,7830000.00,Medium,At Sea,Kaohsiung,Panama City
V01317,English-117,English Channel,UK-Europe-Channel,Battery Cells,9247500.00,High,In Transit,Dubai,Suez
V01318,English-118,English Channel,UK-Europe-Channel,Containerized Retail Goods,4665000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01319,English-119,English Channel,UK-Europe-Channel,LNG Equipment,11682500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01320,English-120,English Channel,UK-Europe-Channel,Telecom Hardware,7400000.00,High,Scheduled,Hamburg,Manila
V01321,North-001,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,8517500.00,Critical,At Sea,Los Angeles,Singapore
V01322,North-002,North Atlantic,Atlantic-Europe-Lane,Crude Oil,24035000.00,Critical,In Transit,Houston,London
V01323,North-003,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,6452500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01324,North-004,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,3270000.00,High,Customs Hold,Busan,Shanghai
V01325,North-005,North Atlantic,Atlantic-Europe-Lane,Automotive Components,4187500.00,High,Scheduled,Yokohama,Jebel Ali
V01326,North-006,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,5905000.00,Medium,At Sea,Kaohsiung,Panama City
V01327,North-007,North Atlantic,Atlantic-Europe-Lane,Battery Cells,7322500.00,High,In Transit,Dubai,Suez
V01328,North-008,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,2740000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01329,North-009,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,9757500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01330,North-010,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,5475000.00,High,Scheduled,Hamburg,Manila
V01331,North-011,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,8692500.00,Critical,At Sea,Los Angeles,Singapore
V01332,North-012,North Atlantic,Atlantic-Europe-Lane,Crude Oil,24210000.00,Critical,In Transit,Houston,London
V01333,North-013,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,6627500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01334,North-014,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,3445000.00,High,Customs Hold,Busan,Shanghai
V01335,North-015,North Atlantic,Atlantic-Europe-Lane,Automotive Components,4362500.00,High,Scheduled,Yokohama,Jebel Ali
V01336,North-016,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,6080000.00,Medium,At Sea,Kaohsiung,Panama City
V01337,North-017,North Atlantic,Atlantic-Europe-Lane,Battery Cells,7497500.00,High,In Transit,Dubai,Suez
V01338,North-018,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,2915000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01339,North-019,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,9932500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01340,North-020,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,5650000.00,High,Scheduled,Hamburg,Manila
V01341,North-021,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,8867500.00,Critical,At Sea,Los Angeles,Singapore
V01342,North-022,North Atlantic,Atlantic-Europe-Lane,Crude Oil,24385000.00,Critical,In Transit,Houston,London
V01343,North-023,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,6802500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01344,North-024,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,3620000.00,High,Customs Hold,Busan,Shanghai
V01345,North-025,North Atlantic,Atlantic-Europe-Lane,Automotive Components,4537500.00,High,Scheduled,Yokohama,Jebel Ali
V01346,North-026,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,6255000.00,Medium,At Sea,Kaohsiung,Panama City
V01347,North-027,North Atlantic,Atlantic-Europe-Lane,Battery Cells,7672500.00,High,In Transit,Dubai,Suez
V01348,North-028,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,3090000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01349,North-029,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,10107500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01350,North-030,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,5825000.00,High,Scheduled,Hamburg,Manila
V01351,North-031,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,9042500.00,Critical,At Sea,Los Angeles,Singapore
V01352,North-032,North Atlantic,Atlantic-Europe-Lane,Crude Oil,24560000.00,Critical,In Transit,Houston,London
V01353,North-033,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,6977500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01354,North-034,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,3795000.00,High,Customs Hold,Busan,Shanghai
V01355,North-035,North Atlantic,Atlantic-Europe-Lane,Automotive Components,4712500.00,High,Scheduled,Yokohama,Jebel Ali
V01356,North-036,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,6430000.00,Medium,At Sea,Kaohsiung,Panama City
V01357,North-037,North Atlantic,Atlantic-Europe-Lane,Battery Cells,7847500.00,High,In Transit,Dubai,Suez
V01358,North-038,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,3265000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01359,North-039,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,10282500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01360,North-040,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,6000000.00,High,Scheduled,Hamburg,Manila
V01361,North-041,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,9217500.00,Critical,At Sea,Los Angeles,Singapore
V01362,North-042,North Atlantic,Atlantic-Europe-Lane,Crude Oil,24735000.00,Critical,In Transit,Houston,London
V01363,North-043,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,7152500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01364,North-044,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,3970000.00,High,Customs Hold,Busan,Shanghai
V01365,North-045,North Atlantic,Atlantic-Europe-Lane,Automotive Components,4887500.00,High,Scheduled,Yokohama,Jebel Ali
V01366,North-046,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,6605000.00,Medium,At Sea,Kaohsiung,Panama City
V01367,North-047,North Atlantic,Atlantic-Europe-Lane,Battery Cells,8022500.00,High,In Transit,Dubai,Suez
V01368,North-048,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,3440000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01369,North-049,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,10457500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01370,North-050,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,6175000.00,High,Scheduled,Hamburg,Manila
V01371,North-051,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,9392500.00,Critical,At Sea,Los Angeles,Singapore
V01372,North-052,North Atlantic,Atlantic-Europe-Lane,Crude Oil,24910000.00,Critical,In Transit,Houston,London
V01373,North-053,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,7327500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01374,North-054,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,4145000.00,High,Customs Hold,Busan,Shanghai
V01375,North-055,North Atlantic,Atlantic-Europe-Lane,Automotive Components,5062500.00,High,Scheduled,Yokohama,Jebel Ali
V01376,North-056,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,6780000.00,Medium,At Sea,Kaohsiung,Panama City
V01377,North-057,North Atlantic,Atlantic-Europe-Lane,Battery Cells,8197500.00,High,In Transit,Dubai,Suez
V01378,North-058,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,3615000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01379,North-059,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,10632500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01380,North-060,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,6350000.00,High,Scheduled,Hamburg,Manila
V01381,North-061,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,9567500.00,Critical,At Sea,Los Angeles,Singapore
V01382,North-062,North Atlantic,Atlantic-Europe-Lane,Crude Oil,25085000.00,Critical,In Transit,Houston,London
V01383,North-063,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,7502500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01384,North-064,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,4320000.00,High,Customs Hold,Busan,Shanghai
V01385,North-065,North Atlantic,Atlantic-Europe-Lane,Automotive Components,5237500.00,High,Scheduled,Yokohama,Jebel Ali
V01386,North-066,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,6955000.00,Medium,At Sea,Kaohsiung,Panama City
V01387,North-067,North Atlantic,Atlantic-Europe-Lane,Battery Cells,8372500.00,High,In Transit,Dubai,Suez
V01388,North-068,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,3790000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01389,North-069,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,10807500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01390,North-070,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,6525000.00,High,Scheduled,Hamburg,Manila
V01391,North-071,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,9742500.00,Critical,At Sea,Los Angeles,Singapore
V01392,North-072,North Atlantic,Atlantic-Europe-Lane,Crude Oil,25260000.00,Critical,In Transit,Houston,London
V01393,North-073,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,7677500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01394,North-074,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,4495000.00,High,Customs Hold,Busan,Shanghai
V01395,North-075,North Atlantic,Atlantic-Europe-Lane,Automotive Components,5412500.00,High,Scheduled,Yokohama,Jebel Ali
V01396,North-076,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,7130000.00,Medium,At Sea,Kaohsiung,Panama City
V01397,North-077,North Atlantic,Atlantic-Europe-Lane,Battery Cells,8547500.00,High,In Transit,Dubai,Suez
V01398,North-078,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,3965000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01399,North-079,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,10982500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01400,North-080,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,6700000.00,High,Scheduled,Hamburg,Manila
V01401,North-081,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,9917500.00,Critical,At Sea,Los Angeles,Singapore
V01402,North-082,North Atlantic,Atlantic-Europe-Lane,Crude Oil,25435000.00,Critical,In Transit,Houston,London
V01403,North-083,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,7852500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01404,North-084,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,4670000.00,High,Customs Hold,Busan,Shanghai
V01405,North-085,North Atlantic,Atlantic-Europe-Lane,Automotive Components,5587500.00,High,Scheduled,Yokohama,Jebel Ali
V01406,North-086,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,7305000.00,Medium,At Sea,Kaohsiung,Panama City
V01407,North-087,North Atlantic,Atlantic-Europe-Lane,Battery Cells,8722500.00,High,In Transit,Dubai,Suez
V01408,North-088,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,4140000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01409,North-089,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,11157500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01410,North-090,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,6875000.00,High,Scheduled,Hamburg,Manila
V01411,North-091,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,10092500.00,Critical,At Sea,Los Angeles,Singapore
V01412,North-092,North Atlantic,Atlantic-Europe-Lane,Crude Oil,25610000.00,Critical,In Transit,Houston,London
V01413,North-093,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,8027500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01414,North-094,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,4845000.00,High,Customs Hold,Busan,Shanghai
V01415,North-095,North Atlantic,Atlantic-Europe-Lane,Automotive Components,5762500.00,High,Scheduled,Yokohama,Jebel Ali
V01416,North-096,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,7480000.00,Medium,At Sea,Kaohsiung,Panama City
V01417,North-097,North Atlantic,Atlantic-Europe-Lane,Battery Cells,8897500.00,High,In Transit,Dubai,Suez
V01418,North-098,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,4315000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01419,North-099,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,11332500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01420,North-100,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,7050000.00,High,Scheduled,Hamburg,Manila
V01421,North-101,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,10267500.00,Critical,At Sea,Los Angeles,Singapore
V01422,North-102,North Atlantic,Atlantic-Europe-Lane,Crude Oil,25785000.00,Critical,In Transit,Houston,London
V01423,North-103,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,8202500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01424,North-104,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,5020000.00,High,Customs Hold,Busan,Shanghai
V01425,North-105,North Atlantic,Atlantic-Europe-Lane,Automotive Components,5937500.00,High,Scheduled,Yokohama,Jebel Ali
V01426,North-106,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,7655000.00,Medium,At Sea,Kaohsiung,Panama City
V01427,North-107,North Atlantic,Atlantic-Europe-Lane,Battery Cells,9072500.00,High,In Transit,Dubai,Suez
V01428,North-108,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,4490000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01429,North-109,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,11507500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01430,North-110,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,7225000.00,High,Scheduled,Hamburg,Manila
V01431,North-111,North Atlantic,Atlantic-Europe-Lane,Semiconductor Wafers,10442500.00,Critical,At Sea,Los Angeles,Singapore
V01432,North-112,North Atlantic,Atlantic-Europe-Lane,Crude Oil,25960000.00,Critical,In Transit,Houston,London
V01433,North-113,North Atlantic,Atlantic-Europe-Lane,Consumer Electronics,8377500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01434,North-114,North Atlantic,Atlantic-Europe-Lane,Medical Supplies,5195000.00,High,Customs Hold,Busan,Shanghai
V01435,North-115,North Atlantic,Atlantic-Europe-Lane,Automotive Components,6112500.00,High,Scheduled,Yokohama,Jebel Ali
V01436,North-116,North Atlantic,Atlantic-Europe-Lane,Industrial Machinery,7830000.00,Medium,At Sea,Kaohsiung,Panama City
V01437,North-117,North Atlantic,Atlantic-Europe-Lane,Battery Cells,9247500.00,High,In Transit,Dubai,Suez
V01438,North-118,North Atlantic,Atlantic-Europe-Lane,Containerized Retail Goods,4665000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01439,North-119,North Atlantic,Atlantic-Europe-Lane,LNG Equipment,11682500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01440,North-120,North Atlantic,Atlantic-Europe-Lane,Telecom Hardware,7400000.00,High,Scheduled,Hamburg,Manila
